Song Title,Artist,Album,Year released,File size,Song Duration,Filename,Genre,File extension,Bitrate (kbps),Sample Rate (Hz),File size (bytes),Song duration (seconds),Play count,Rating,Added to library on (timestamp),Added to library on (epoch),Composer,Comment
The September of My Years,Frank Sinatra,The Reprise Years,1991,3.69 MB,"3 minutes, 15 seconds",iPod_Control/Music/F46/VEEQ.m4a,,M4A,128,44100,3692083,195,4,No rating,2020-08-18 20:15:30 UTC,3680626530,Jimmy Van Heusen,
Luck Be a Lady,Frank Sinatra,The Reprise Years,1991,5.68 MB,"5 minutes, 15 seconds",iPod_Control/Music/F15/KNGU.m4a,,M4A,128,44100,5678427,315,1,No rating,2020-08-18 20:15:31 UTC,3680626531,Frank Loesser,
Somethin' Stupid,Frank Sinatra,The Reprise Years,1991,3.16 MB,"2 minutes, 41 seconds",iPod_Control/Music/F49/LDMI.m4a,,M4A,128,44100,3160315,161,5,No rating,2020-08-18 20:15:31 UTC,3680626531,Carson Parks,
"New York, New York",Frank Sinatra,The Reprise Years,1991,3.28 MB,"3 minutes, 27 seconds",iPod_Control/Music/F14/GNYU.m4a,,M4A,128,44100,3277721,207,0,No rating,2020-08-18 20:15:30 UTC,3680626530,John Kander,
My Way,Frank Sinatra,The Reprise Years,1991,5.06 MB,"4 minutes, 36 seconds",iPod_Control/Music/F36/RWRC.m4a,,M4A,128,44100,5063991,276,3,No rating,2020-08-18 20:15:31 UTC,3680626531,"Claude François, Jacques Revaux arr. Paul Anka",
Jolene,Miley Cyrus,,0,2.86 MB,"2 minutes, 59 seconds",iPod_Control/Music/F10/ZVAF.m4a,,M4A,128,44100,2856127,179,73,No rating,2020-08-18 20:15:31 UTC,3680626531,,
Hero,Family Of The Year,Loma Vista,2012,3.12 MB,"3 minutes, 10 seconds",iPod_Control/Music/F14/FGCM.m4a,Pop,M4A,128,44100,3124529,190,16,No rating,2020-08-18 20:15:20 UTC,3680626520,,
Dancing Queen,ABBA,Gold: Greatest Hits,1992,4.22 MB,"3 minutes, 51 seconds",iPod_Control/Music/F21/DSLG.m4a,Desconocido,M4A,128,44100,4218119,231,6,No rating,2017-08-12 12:30:07 UTC,3585385807,,
"Knowing Me, Knowing You",ABBA,Gold: Greatest Hits,1992,4.44 MB,"4 minutes, 2 seconds",iPod_Control/Music/F30/ILNQ.m4a,Desconocido,M4A,128,44100,4442658,242,3,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Take a Chance on Me,ABBA,Gold: Greatest Hits,1992,4.42 MB,"4 minutes, 4 seconds",iPod_Control/Music/F46/XYEK.m4a,Desconocido,M4A,128,44100,4418991,244,6,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Mamma Mia,ABBA,Gold: Greatest Hits,1992,3.94 MB,"3 minutes, 33 seconds",iPod_Control/Music/F11/EYKC.m4a,Desconocido,M4A,128,44100,3943778,213,8,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Super Trouper,ABBA,Gold: Greatest Hits,1992,4.69 MB,"4 minutes, 14 seconds",iPod_Control/Music/F47/ZYYG.m4a,Desconocido,M4A,128,44100,4692929,254,10,No rating,2017-08-12 12:30:07 UTC,3585385807,,
I Have a Dream,ABBA,Gold: Greatest Hits,1992,5.20 MB,"4 minutes, 44 seconds",iPod_Control/Music/F20/RIQF.m4a,Desconocido,M4A,128,44100,5196374,284,5,No rating,2017-08-12 12:30:07 UTC,3585385807,,
The Winner Takes It All,ABBA,Gold: Greatest Hits,1992,5.21 MB,"4 minutes, 55 seconds",iPod_Control/Music/F15/LXWQ.m4a,Desconocido,M4A,128,44100,5213775,295,11,No rating,2017-08-12 12:30:07 UTC,3585385807,,
"Money, Money, Money",ABBA,Gold: Greatest Hits,1992,3.63 MB,"3 minutes, 13 seconds",iPod_Control/Music/F18/UEVW.m4a,Desconocido,M4A,128,44100,3625757,193,2,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Chiquitita,ABBA,Gold: Greatest Hits,1992,5.74 MB,"5 minutes, 22 seconds",iPod_Control/Music/F48/SVVQ.m4a,Desconocido,M4A,128,44100,5741551,322,5,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Fernando,ABBA,Gold: Greatest Hits,1992,4.75 MB,"4 minutes, 17 seconds",iPod_Control/Music/F08/FLUT.m4a,Desconocido,M4A,128,44100,4747335,257,5,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Voulez-vous,ABBA,Gold: Greatest Hits,1992,4.17 MB,"4 minutes, 22 seconds",iPod_Control/Music/F35/QKGY.m4a,Pop,M4A,128,44100,4167566,262,7,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Gold: Greatest Hits,1992,5.18 MB,"4 minutes, 48 seconds",iPod_Control/Music/F11/TCST.m4a,Desconocido,M4A,128,44100,5181715,288,5,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Does Your Mother Know,ABBA,Gold: Greatest Hits,1992,3.62 MB,"3 minutes, 15 seconds",iPod_Control/Music/F00/MHFL.m4a,Desconocido,M4A,128,44100,3623415,195,1,No rating,2017-08-12 12:30:07 UTC,3585385807,,
One of Us,ABBA,Gold: Greatest Hits,1992,4.32 MB,"3 minutes, 57 seconds",iPod_Control/Music/F18/KIRL.m4a,Desconocido,M4A,128,44100,4318962,237,6,No rating,2017-08-12 12:30:07 UTC,3585385807,,
The Name of the Game,ABBA,Gold: Greatest Hits,1992,4.44 MB,4 minutes,iPod_Control/Music/F16/DFZE.m4a,Desconocido,M4A,128,44100,4441955,240,3,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Thank You for the Music,ABBA,Gold: Greatest Hits,1992,4.32 MB,"3 minutes, 51 seconds",iPod_Control/Music/F21/FIEM.m4a,Desconocido,M4A,128,44100,4322684,231,6,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Waterloo,ABBA,Gold: Greatest Hits,1992,3.13 MB,"2 minutes, 44 seconds",iPod_Control/Music/F14/VUXD.m4a,Desconocido,M4A,128,44100,3126134,164,3,No rating,2017-08-12 12:30:07 UTC,3585385807,,
Thunderstruck,AC/DC,The Razors Edge,1990,4.68 MB,"4 minutes, 52 seconds",iPod_Control/Music/F41/IJLA.mp3,Rock,MP3,128,44100,4682985,292,4,No rating,2017-06-24 13:19:57 UTC,3581155197,Angus Young/Malcolm Young,00000836 00000968 0000438E 0000538A 00046A3F 0003EACF 00008000 00008000 0000E2F0 0000E2F0
Make You Feel My Love,Adele,19,2009,3.86 MB,"3 minutes, 33 seconds",iPod_Control/Music/F24/HAPQ.m4a,Pop,M4A,128,44100,3855849,213,49,No rating,2017-06-24 13:19:57 UTC,3581155197,,[Visit pctrecords]
Lovesong,Adele,21,2011,5.69 MB,"5 minutes, 16 seconds",iPod_Control/Music/F47/OGTT.m4a,Pop,M4A,128,44100,5686268,316,30,No rating,2017-06-24 13:19:57 UTC,3581155197,,
Send my love (to your new lover),Adele,25,2015,4.10 MB,"3 minutes, 43 seconds",iPod_Control/Music/F38/YKDZ.m4a,Pop,M4A,128,44100,4099234,223,1,No rating,2017-06-24 13:19:57 UTC,3581155197,Adele/Adele Adkins/Max Martin/Shellback,Freak37
Remedy,Adele,25,2015,4.42 MB,"4 minutes, 5 seconds",iPod_Control/Music/F03/OAPE.m4a,Pop,M4A,128,44100,4421189,245,2,No rating,2017-06-24 13:19:57 UTC,3581155197,Adele/Adele Adkins/Ryan Tedder,Freak37
River Lea,Adele,25,2015,4.12 MB,"3 minutes, 45 seconds",iPod_Control/Music/F23/CGHL.m4a,Pop,M4A,128,44100,4124944,225,4,No rating,2017-06-24 13:19:57 UTC,3581155197,Adele/Adele Adkins/Brian Burton,
Love in the dark,Adele,25,2015,5.10 MB,"4 minutes, 45 seconds",iPod_Control/Music/F20/KDGM.m4a,Pop,M4A,128,44100,5097127,285,5,No rating,2017-05-26 22:35:41 UTC,3578682941,Adele/Adele Adkins/Samuel Dixon,Freak37
Alive And Kicking,Simple Minds,The Very Best Of Power Ballads CD3,2005,4.86 MB,"4 minutes, 33 seconds",iPod_Control/Music/F27/HZCZ.m4a,Rock/Pop,M4A,128,44100,4858214,273,4,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Million years ago,Adele,25,2015,4.15 MB,"3 minutes, 47 seconds",iPod_Control/Music/F02/VASD.m4a,Pop,M4A,128,44100,4149147,227,55,No rating,2017-05-26 22:35:41 UTC,3578682941,Adele/Adele Adkins/Greg Kurstin,Freak37
Sweetest devotion,Adele,25,2015,4.52 MB,"4 minutes, 11 seconds",iPod_Control/Music/F33/SNZO.m4a,Pop,M4A,128,44100,4518383,251,3,No rating,2017-05-31 22:03:06 UTC,3579112986,Adele/Adele Adkins/Paul Epworth,Freak37
All I Need,Radiohead,In Rainbows,2007,4.19 MB,"3 minutes, 48 seconds",iPod_Control/Music/F19/GZIT.m4a,Alternativa,M4A,128,44100,4185935,228,3,No rating,2018-04-07 19:48:07 UTC,3605975287,,
I Miss You,Adele,25,2015,6.07 MB,"5 minutes, 48 seconds",iPod_Control/Music/F42/ASRO.m4a,Pop,M4A,128,44100,6074721,348,2,No rating,2017-10-07 18:37:04 UTC,3590246224,Adele/Adele Adkins/Paul Epworth,www.jams.to
Water Under The Bridge,Adele,25,2015,4.35 MB,4 minutes,iPod_Control/Music/F16/OAPH.m4a,Pop,M4A,128,44100,4345378,240,5,No rating,2017-06-24 13:19:57 UTC,3581155197,Adele/Adele Adkins/Greg Kurstin,www.jams.to
All I Ask,Adele,25,2015,4.82 MB,"4 minutes, 31 seconds",iPod_Control/Music/F38/FCPG.m4a,Pop,M4A,128,44100,4822141,271,50,No rating,2017-10-07 18:37:04 UTC,3590246224,Adele/Adele Adkins/Bruno Mars/Christopher Brody Brown/Philip Lawrence,www.jams.to
AMELIA,Joni Mitchell,Hejira,1976,6.23 MB,"6 minutes, 1 second",iPod_Control/Music/F10/KPLV.m4a,Rock,M4A,128,44100,6225782,361,4,No rating,2018-04-07 19:48:07 UTC,3605975287,Joni Mitchell,Track 2
Skyfall,Adele,Skyfall,2012,4.55 MB,"4 minutes, 46 seconds",iPod_Control/Music/F05/DIMS.m4a,BSO,M4A,128,44100,4551178,286,59,No rating,2017-08-13 13:04:14 UTC,3585474254,www.musicasparabaixar.org,www.musicasparabaixar.org
Aquella canción de Roxy,La Mode,La Edad de Oro del Pop Español,2001,5.71 MB,"5 minutes, 44 seconds",iPod_Control/Music/F00/OZLU.mp3,Pop,MP3,128,44100,5712847,344,1,No rating,2018-04-07 19:48:07 UTC,3605975287,,^[dR. LoGo (2002) - Mp3 MusicZ]^
I Don't Want To Miss a Thing,Aerosmith,I Don't Want To Miss a Thing,0,4.78 MB,"4 minutes, 59 seconds",iPod_Control/Music/F39/BSTY.mp3,Rock,MP3,128,44100,4784925,299,12,No rating,2017-10-07 18:37:04 UTC,3590246224,,
Jambo Bwana (Stereo- Swahili Kenya),African Music,,0,3.89 MB,"3 minutes, 24 seconds",iPod_Control/Music/F42/HLMA.m4a,Blues,M4A,128,44100,3888746,204,1,No rating,2017-10-07 18:37:04 UTC,3590246224,,
Crying in the rain,Aha,Greatest hits,0,4.24 MB,"4 minutes, 24 seconds",iPod_Control/Music/F26/KMRL.mp3,Rock,MP3,128,44100,4237570,264,13,No rating,2017-10-07 18:37:04 UTC,3590246224,a-ha,
Cats In The Cradle,Cat Stevens,Cat StevensThe Very Best cd2,0,4.23 MB,"3 minutes, 50 seconds",iPod_Control/Music/F04/MXZZ.m4a,Folk/Rock,M4A,128,44100,4231281,230,5,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Comes a time,Neil Young,,0,3.51 MB,"3 minutes, 8 seconds",iPod_Control/Music/F26/XWLB.m4a,,M4A,128,44100,3505932,188,42,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Ironic,Alanis Morissette,Very Best of MTV Unplugged,2002,4.06 MB,"4 minutes, 13 seconds",iPod_Control/Music/F45/NKOX.mp3,Pop,MP3,128,44100,4059264,253,2,No rating,2017-10-07 18:37:04 UTC,3590246224,Alanis Morissette/Glen Ballard,
Mil Campanas,Alaska,,0,3.42 MB,"3 minutes, 33 seconds",iPod_Control/Music/F19/KJMX.mp3,,MP3,128,44100,3419368,213,6,No rating,2017-05-26 22:33:21 UTC,3578682801,,
Don't you (forget about me),Simple Minds,Simple Minds 1,1997,4.16 MB,"4 minutes, 20 seconds",iPod_Control/Music/F43/RAJW.m4a,Pop,M4A,128,32000,4155519,260,16,No rating,2018-04-07 19:48:07 UTC,3605975287,Keith Forsey/Steve Schiff,00000A5F 00000A5A 00005597 00005B49 0000D280 0000D280 00008000 00008000 00000400 00000620
Dream on,Aerosmith,Aerosmith's Greatest Hits,1973,4.88 MB,"4 minutes, 27 seconds",iPod_Control/Music/F00/SGOU.m4a,Rock,M4A,128,44100,4884548,267,17,No rating,2018-04-07 19:48:07 UTC,3605975287,Steven Tyler,
Los amantes del circulo polar,Alberto Iglesias,Film works (cd 1),0,3.69 MB,"3 minutes, 50 seconds",iPod_Control/Music/F33/GYGS.mp3,,MP3,128,44100,3687364,230,3,No rating,2017-05-26 22:35:41 UTC,3578682941,,
Everyday Is Like Sunday,Morrissey,100% 80's,2008,3.90 MB,"3 minutes, 30 seconds",iPod_Control/Music/F30/KWNL.m4a,Pop,M4A,128,44100,3901167,210,1,No rating,2018-04-07 19:48:07 UTC,3605975287,Morrissey/Stephen Street,
Lucia y el sexo,Alberto Iglesias,Lucia y El Sexo,0,1.40 MB,"1 minute, 56 seconds",iPod_Control/Music/F48/YRAJ.mp3,Banda sonora,MP3,96,44100,1403715,116,13,No rating,2017-06-24 13:19:57 UTC,3581155197,,
Irene Bajo La Cama,Alberto Iglesias,Volver (OST),2006,1.70 MB,"1 minute, 45 seconds",iPod_Control/Music/F27/WPWZ.m4a,BSO,M4A,128,44100,1700569,105,3,No rating,2017-10-07 18:37:04 UTC,3590246224,,
Fairytale Of New York - featuring Kirsty MacColl,The Pogues,The Very Best Of,2001,4.93 MB,"4 minutes, 34 seconds",iPod_Control/Music/F13/OXKM.m4a,Folk Punk,M4A,128,44100,4926477,274,0,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Ferrol,Los Limones,,0,3.82 MB,"3 minutes, 29 seconds",iPod_Control/Music/F28/BALP.m4a,Pop,M4A,128,44100,3816682,209,3,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Chas y Aparezco a tu Lado,Alex y Christina,Las Canciones De Nuestra Vida / 1988,2008,3.10 MB,"3 minutes, 9 seconds",iPod_Control/Music/F20/AOVM.m4a,Pop,M4A,128,44100,3097024,189,6,No rating,2017-06-24 13:01:32 UTC,3581154092,,
Fiesta de los Maniquies,Golpes Bajos,A Santa Compaña,2008,3.75 MB,"3 minutes, 17 seconds",iPod_Control/Music/F14/OPIO.m4a,Música Nacional,M4A,128,44100,3745228,197,0,No rating,2018-04-07 19:48:07 UTC,3605975287,,
What a Feeling,Irene Cara,Flashdance,2006,3.75 MB,"3 minutes, 54 seconds",iPod_Control/Music/F17/ONTI.mp3,Pop,MP3,128,44100,3754665,234,36,No rating,2018-04-07 19:48:07 UTC,3605975287,Cara/Forsey/Moroder,
Kamikaze,Amaral,Gato negro Dragon rojo,2008,4.17 MB,"3 minutes, 42 seconds",iPod_Control/Music/F49/RIPS.m4a,,M4A,128,44100,4171827,222,9,No rating,2017-06-24 13:19:57 UTC,3581155197,,
Fly Away,John Denver,Greatest Hits volmume two,1982,4.03 MB,"4 minutes, 11 seconds",iPod_Control/Music/F24/GTGE.mp3,Clásicos pop,MP3,128,44100,4026694,251,0,No rating,2018-04-07 19:48:07 UTC,3605975287,John Denver,
Hacia Lo Salvaje (Acústica),Amaral,Hacia Lo Salvaje (Deluxe Edition),2011,4.57 MB,"4 minutes, 9 seconds",iPod_Control/Music/F29/NWUF.m4a,Rock/Pop,M4A,128,44100,4567912,249,21,No rating,2017-05-31 22:03:06 UTC,3579112986,,
Subamos al cielo,Amaral,Una pequeña parte del mundo,2000,3.62 MB,"3 minutes, 18 seconds",iPod_Control/Music/F18/HTXR.mp3,Desconocido,MP3,32,44100,3618261,198,4,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Cabecita loca,Amaral,Una pequeña parte del mundo,2000,5.85 MB,"4 minutes, 57 seconds",iPod_Control/Music/F16/YMYG.mp3,Desconocido,MP3,32,44100,5845212,297,3,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Cómo hablar,Amaral,Una pequeña parte del mundo,2000,4.40 MB,"4 minutes, 1 second",iPod_Control/Music/F48/IEDA.mp3,Desconocido,MP3,32,44100,4400434,241,8,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Give Me One Reason,Tracy Chapman,New Beginning,1997,4.35 MB,"4 minutes, 31 seconds",iPod_Control/Music/F36/MVJR.mp3,Soul,MP3,128,44100,4346485,271,2,No rating,2018-04-07 19:48:07 UTC,3605975287,,Ripped by Izzy
Queda el silencio,Amaral,Una pequeña parte del mundo,2000,4.33 MB,4 minutes,iPod_Control/Music/F18/TTNI.m4a,Desconocido,M4A,128,44100,4328847,240,8,No rating,2017-07-12 08:31:35 UTC,3582693095,,
I Was Here,Beyoncé,4,2011,3.79 MB,"3 minutes, 59 seconds",iPod_Control/Music/F15/CXVE.m4a,Pop,M4A,128,44100,3794344,239,118,No rating,2018-04-07 19:48:07 UTC,3605975287,Diane Warren,
Una pequeña parte del mundo,Amaral,Una pequeña parte del mundo,2000,3.82 MB,"3 minutes, 27 seconds",iPod_Control/Music/F02/KQYD.m4a,Desconocido,M4A,128,44100,3815447,207,7,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Botas de terciopelo,Amaral,Una pequeña parte del mundo,2000,4.40 MB,"4 minutes, 4 seconds",iPod_Control/Music/F01/FLZM.m4a,Desconocido,M4A,128,44100,4395274,244,4,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Volverá la suerte,Amaral,Una pequeña parte del mundo,2000,5.38 MB,"4 minutes, 25 seconds",iPod_Control/Music/F23/XFSE.mp3,Desconocido,MP3,32,44100,5375702,265,2,No rating,2017-07-12 08:31:35 UTC,3582693095,,
El día de año nuevo,Amaral,Una pequeña parte del mundo,2000,4.40 MB,"3 minutes, 58 seconds",iPod_Control/Music/F38/WBNL.mp3,Desconocido,MP3,32,44100,4400788,238,2,No rating,2017-07-12 08:31:35 UTC,3582693095,,
El mundo al revés,Amaral,Una pequeña parte del mundo,2000,5.07 MB,"4 minutes, 38 seconds",iPod_Control/Music/F18/KGRG.mp3,Desconocido,MP3,32,44100,5071423,278,5,No rating,2017-07-12 08:31:35 UTC,3582693095,,
I've Been Missing You,Texas,Ricks Road,1993,3.16 MB,"3 minutes, 17 seconds",iPod_Control/Music/F21/GIJM.mp3,Adult Alternative Rock,MP3,128,44100,3159916,197,4,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Siento que te extraño,Amaral,Una pequeña parte del mundo,2000,3.94 MB,"3 minutes, 36 seconds",iPod_Control/Music/F05/VLDB.m4a,Desconocido,M4A,128,44100,3939698,216,14,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Nada de nada,Amaral,Una pequeña parte del mundo,2000,4.05 MB,"3 minutes, 41 seconds",iPod_Control/Music/F07/SLWX.mp3,Desconocido,MP3,32,44100,4053577,221,13,No rating,2017-07-12 08:31:35 UTC,3582693095,,
(I've had) The time of my life,Bill Medley & Jennifer Warnes,Impresindibles M80,2012,6.98 MB,"6 minutes, 49 seconds",iPod_Control/Music/F33/WAOD.m4a,Pop/Dance,M4A,128,44100,6983687,409,2,No rating,2018-04-07 19:48:07 UTC,3605975287,,
El final,Amaral,Una pequeña parte del mundo,2000,1.82 MB,"1 minute, 50 seconds",iPod_Control/Music/F00/KYOF.mp3,Desconocido,MP3,32,44100,1815552,110,6,No rating,2017-07-12 08:31:35 UTC,3582693095,,
Tardes (acústico),Amaral con Antonio Vega,,2004,3.44 MB,"3 minutes, 5 seconds",iPod_Control/Music/F02/SGRM.m4a,Pop,M4A,128,44100,3435651,185,19,No rating,2017-06-24 13:19:57 UTC,3581155197,,
Lady Laura,Ray Conniff,Do Ray para o Rei,0,4.73 MB,"4 minutes, 16 seconds",iPod_Control/Music/F36/SYMP.m4a,Bluegrass,M4A,128,44100,4728294,256,4,No rating,2018-04-07 19:48:07 UTC,3605975287,Roberto Carlos e Erasmo Carlos,
Dancing in the dark (cover Bruce Springsteen),Amy MacDonald,MP3,0,4.21 MB,"3 minutes, 50 seconds",iPod_Control/Music/F29/YJIG.m4a,Rock,M4A,128,44100,4214978,230,14,No rating,2017-08-13 13:04:14 UTC,3585474254,,
Fairy Tale Of New York,Amy Macdonald,This Is The Life (Bonus CD),2007,6.15 MB,"5 minutes, 50 seconds",iPod_Control/Music/F27/AFRC.m4a,Pop,M4A,128,44100,6145237,350,2,No rating,2017-07-28 11:34:24 UTC,3584086464,,
Leap Of Faith (Acoustic),Amy MacDonald,Under Stars (Deluxe),2017,3.54 MB,"3 minutes, 10 seconds",iPod_Control/Music/F36/SZVW.m4a,Pop,M4A,128,44100,3539321,190,19,No rating,2017-08-12 12:30:07 UTC,3585385807,Amy Macdonald/Ben Parker/Jimmy Sims,
I'm On Fire (Acoustic),Amy MacDonald,Under Stars (Deluxe),2017,2.72 MB,"2 minutes, 22 seconds",iPod_Control/Music/F36/BOKT.m4a,Pop,M4A,128,44100,2718985,142,12,No rating,2017-08-25 18:15:51 UTC,3586529751,,
Love Theme from Flashdance,Helen St. John,Flashdance: Original Soundtrack From The Motion Picture,1983,3.39 MB,"3 minutes, 29 seconds",iPod_Control/Music/F00/VVWE.m4a,BSO,M4A,128,44100,3386288,209,4,No rating,2018-04-07 19:48:07 UTC,3605975287,Giorgio Moroder,
Back To Black,Amy Winehouse,Back To Black,2006,4.31 MB,"4 minutes, 1 second",iPod_Control/Music/F28/ZBTZ.m4a,Soul,M4A,128,44100,4314777,241,50,No rating,2017-10-07 18:37:04 UTC,3590246224,,[uF]
Santa Claus Is Coming to Town,Andrea Bocelli,My Christmas,2009,3.91 MB,"3 minutes, 33 seconds",iPod_Control/Music/F01/KQFN.m4a,Villancicos,M4A,128,44100,3911090,213,6,No rating,2017-10-07 18:37:04 UTC,3590246224,,
MI AMOR POR ELLA,CHIQUETETE,,0,3.55 MB,"3 minutes, 41 seconds",iPod_Control/Music/F14/DYEF.mp3,,MP3,128,44100,3549505,221,13,No rating,2018-04-07 19:48:07 UTC,3605975287,,
Mi Mejor Amiga,Los Limones,El Directo,2004,4.58 MB,"4 minutes, 7 seconds",iPod_Control/Music/F23/EUTD.m4a,Pop,M4A,128,44100,4582688,247,5,No rating,2018-04-07 19:48:07 UTC,3605975287,,
