Song Title,Artist,Album,Year released,File size,Song Duration,Filename,Genre,File extension,Bitrate (kbps),Sample Rate (Hz),File size (bytes),Song duration (seconds),Play count,Rating,Added to library on (timestamp),Added to library on (epoch),Composer,Comment
Act Naturally,The Beatles,Help!,1965,3.00 MB,"2 minutes, 30 seconds",iPod_Control/Music/F02/FDTQ.m4a,Pop/Rock,M4A,128,48000,3001167,150,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
It's Only Love,The Beatles,Help!,1965,2.44 MB,"1 minute, 56 seconds",iPod_Control/Music/F02/UEYA.m4a,Pop/Rock,M4A,128,48000,2439142,116,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I`ve Just Seen A Face,The Beatles,Help!,1965,2.58 MB,"2 minutes, 5 seconds",iPod_Control/Music/F00/UKHG.m4a,Pop/Rock,M4A,128,48000,2580261,125,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Dig A Pony,The Beatles,Let It Be,1970,4.26 MB,"3 minutes, 54 seconds",iPod_Control/Music/F02/TITD.m4a,Pop/Rock,M4A,128,48000,4258751,234,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I've Got A Feeling,The Beatles,Let It Be,1970,4.04 MB,"3 minutes, 37 seconds",iPod_Control/Music/F00/HTXG.m4a,Pop/Rock,M4A,128,48000,4042803,217,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
For You Blue,The Beatles,Let It Be,1970,2.98 MB,"2 minutes, 32 seconds",iPod_Control/Music/F00/FSTP.m4a,Pop/Rock,M4A,128,48000,2976191,152,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Magical Mystery Tour,The Beatles,Magical Mystery Tour,1967,3.32 MB,"2 minutes, 50 seconds",iPod_Control/Music/F01/JSRE.m4a,Pop/Rock,M4A,128,48000,3320007,170,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I Saw Her Standing There,The Beatles,Please Please Me,1963,3.39 MB,"2 minutes, 53 seconds",iPod_Control/Music/F01/FHJM.m4a,Pop/Rock,M4A,128,48000,3391306,173,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Boys,The Beatles,Please Please Me,1963,2.91 MB,"2 minutes, 26 seconds",iPod_Control/Music/F00/ILWB.m4a,Pop/Rock,M4A,128,48000,2909352,146,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
P.S. I Love You,The Beatles,Please Please Me,1963,2.24 MB,"2 minutes, 4 seconds",iPod_Control/Music/F01/PINI.m4a,Pop/Rock,M4A,128,48000,2242491,124,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
A Taste Of Honey,The Beatles,Please Please Me,1963,2.54 MB,"2 minutes, 3 seconds",iPod_Control/Music/F01/IBQV.m4a,Pop/Rock,M4A,128,48000,2543339,123,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
There's A Place,The Beatles,Please Please Me,1963,2.33 MB,"1 minute, 50 seconds",iPod_Control/Music/F02/TYVN.m4a,Pop/Rock,M4A,128,48000,2333271,110,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Taxman,The Beatles,Revolver,1966,3.14 MB,"2 minutes, 38 seconds",iPod_Control/Music/F02/JZSR.m4a,Pop/Rock,M4A,128,48000,3141417,158,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
She Said She Said,The Beatles,Revolver,1966,3.09 MB,"2 minutes, 36 seconds",iPod_Control/Music/F02/ADLG.m4a,Pop/Rock,M4A,128,48000,3093915,156,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Good Day Sunshine,The Beatles,Revolver,1966,2.65 MB,"2 minutes, 9 seconds",iPod_Control/Music/F01/UJZP.m4a,Pop/Rock,M4A,128,48000,2650018,129,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Doctor Robert,The Beatles,Revolver,1966,2.73 MB,"2 minutes, 14 seconds",iPod_Control/Music/F00/GFAD.m4a,Pop/Rock,M4A,128,48000,2733316,134,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I Want To Tell You,The Beatles,Revolver,1966,2.94 MB,"2 minutes, 27 seconds",iPod_Control/Music/F00/HYFD.m4a,Pop/Rock,M4A,128,48000,2939406,147,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Got To Get You Into My Life,The Beatles,Revolver,1966,2.98 MB,"2 minutes, 29 seconds",iPod_Control/Music/F01/VQSU.m4a,Pop/Rock,M4A,128,48000,2976833,149,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Norwegian Wood (The Bird Has Flown),The Beatles,Rubber Soul,1965,2.57 MB,"2 minutes, 4 seconds",iPod_Control/Music/F01/LPTE.m4a,Pop/Rock,M4A,128,48000,2571489,124,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
You Won't See Me,The Beatles,Rubber Soul,1965,3.81 MB,"3 minutes, 19 seconds",iPod_Control/Music/F02/UZPB.m4a,Pop/Rock,M4A,128,48000,3814894,199,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Nowhere Man,The Beatles,Rubber Soul,1965,3.22 MB,"2 minutes, 43 seconds",iPod_Control/Music/F01/EGKH.m4a,Pop/Rock,M4A,128,48000,3216667,163,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Think For Yourself,The Beatles,Rubber Soul,1965,2.81 MB,"2 minutes, 18 seconds",iPod_Control/Music/F00/EBWE.m4a,Pop/Rock,M4A,128,48000,2809242,138,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
The Word,The Beatles,Rubber Soul,1965,3.21 MB,"2 minutes, 43 seconds",iPod_Control/Music/F02/BDXA.m4a,Pop/Rock,M4A,128,48000,3209394,163,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Michelle,The Beatles,Rubber Soul,1965,3.18 MB,"2 minutes, 42 seconds",iPod_Control/Music/F02/QTFK.m4a,Pop/Rock,M4A,128,48000,3182006,162,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Girl,The Beatles,Rubber Soul,1965,3.01 MB,"2 minutes, 31 seconds",iPod_Control/Music/F02/KGRR.m4a,Pop/Rock,M4A,128,48000,3012236,151,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I'm Looking Through You,The Beatles,Rubber Soul,1965,2.93 MB,"2 minutes, 26 seconds",iPod_Control/Music/F02/FBJG.m4a,Pop/Rock,M4A,128,48000,2925556,146,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
In My Life,The Beatles,Rubber Soul,1965,2.92 MB,"2 minutes, 26 seconds",iPod_Control/Music/F00/IOHK.m4a,Pop/Rock,M4A,128,48000,2922189,146,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Wait,The Beatles,Rubber Soul,1965,2.74 MB,"2 minutes, 14 seconds",iPod_Control/Music/F02/RQUS.m4a,Pop/Rock,M4A,128,48000,2740078,134,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
If I Needed Someone,The Beatles,Rubber Soul,1965,2.86 MB,"2 minutes, 22 seconds",iPod_Control/Music/F00/PFMI.m4a,Pop/Rock,M4A,128,48000,2860133,142,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Run For Your Life,The Beatles,Rubber Soul,1965,2.79 MB,"2 minutes, 21 seconds",iPod_Control/Music/F00/HNUL.m4a,Pop/Rock,M4A,128,48000,2786122,141,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
With A Little Help From My Friends,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.22 MB,"2 minutes, 44 seconds",iPod_Control/Music/F00/WRSO.m4a,Pop/Rock,M4A,128,48000,3215097,164,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Getting Better,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.29 MB,"2 minutes, 48 seconds",iPod_Control/Music/F01/UKXH.m4a,Pop/Rock,M4A,128,48000,3287275,168,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Fixing A Hole,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.10 MB,"2 minutes, 36 seconds",iPod_Control/Music/F00/WIAO.m4a,Pop/Rock,M4A,128,48000,3096070,156,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Being For The Benefit Of Mr Kite,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.11 MB,"2 minutes, 37 seconds",iPod_Control/Music/F02/WGYB.m4a,Pop/Rock,M4A,128,48000,3111734,157,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Within You Without You,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,5.54 MB,"5 minutes, 4 seconds",iPod_Control/Music/F02/YICQ.m4a,Pop/Rock,M4A,128,48000,5537703,304,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
When I'm Sixty-Four,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.13 MB,"2 minutes, 37 seconds",iPod_Control/Music/F02/EEUC.m4a,Pop/Rock,M4A,128,48000,3125475,157,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Lovely Rita,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.18 MB,"2 minutes, 42 seconds",iPod_Control/Music/F00/UIYW.m4a,Pop/Rock,M4A,128,48000,3183796,162,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Good Morning Good Morning,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,3.18 MB,"2 minutes, 41 seconds",iPod_Control/Music/F01/XHPK.m4a,Pop/Rock,M4A,128,48000,3184551,161,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sgt Peppers..(Reprise),The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,1.82 MB,"1 minute, 19 seconds",iPod_Control/Music/F00/HPGH.m4a,Pop/Rock,M4A,128,48000,1818253,79,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
A Day In The Life,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,5.98 MB,"5 minutes, 37 seconds",iPod_Control/Music/F01/DTCS.m4a,Pop/Rock,M4A,128,48000,5983186,337,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
It Won't Be Long,The Beatles,With The Beatles,1963,2.71 MB,"2 minutes, 13 seconds",iPod_Control/Music/F02/VBPH.m4a,Pop/Rock,M4A,128,48000,2708007,133,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
All My Loving,The Beatles,With The Beatles,1963,2.63 MB,"2 minutes, 7 seconds",iPod_Control/Music/F02/QPCO.m4a,Pop/Rock,M4A,128,48000,2626221,127,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Don't Bother Me,The Beatles,With The Beatles,1963,2.95 MB,"2 minutes, 28 seconds",iPod_Control/Music/F00/WTNX.m4a,Pop/Rock,M4A,128,48000,2953788,148,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Not A Second Time,The Beatles,With The Beatles,1963,2.61 MB,"2 minutes, 6 seconds",iPod_Control/Music/F01/GNDY.m4a,Pop/Rock,M4A,128,48000,2609028,126,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Only A Northern Song,The Beatles,Yellow Submarine,1969,3.42 MB,"3 minutes, 24 seconds",iPod_Control/Music/F02/USTI.m4a,Pop/Rock,M4A,128,48000,3423590,204,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Total Eclipse Of The Heart,Bonnie Tyler,Greatest Hits,2001,4.93 MB,"4 minutes, 31 seconds",iPod_Control/Music/F00/DKGX.m4a,,M4A,128,44100,4930742,271,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
It's A Heartache,Bonnie Tyler,Greatest Hits,2001,3.98 MB,"3 minutes, 32 seconds",iPod_Control/Music/F02/HLGU.m4a,,M4A,128,44100,3979717,212,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Holding Out For A Hero,Bonnie Tyler,Greatest Hits,2001,6.27 MB,"5 minutes, 51 seconds",iPod_Control/Music/F01/EEFN.m4a,,M4A,128,44100,6269629,351,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Lost In France,Bonnie Tyler,Greatest Hits,2001,4.34 MB,"3 minutes, 55 seconds",iPod_Control/Music/F01/MVYN.m4a,,M4A,128,44100,4344282,235,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Faster Than The Speed Of Night,Bonnie Tyler,Greatest Hits,2001,7.05 MB,"6 minutes, 44 seconds",iPod_Control/Music/F00/UJWD.m4a,,M4A,128,44100,7048114,404,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
(The World Is Full Of) Married Men,Bonnie Tyler,Greatest Hits,2001,4.45 MB,"4 minutes, 2 seconds",iPod_Control/Music/F00/RAYK.m4a,,M4A,128,44100,4449395,242,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Have You Ever Seen The Rain,Bonnie Tyler,Greatest Hits,2001,4.58 MB,"4 minutes, 9 seconds",iPod_Control/Music/F00/LFIZ.m4a,,M4A,128,44100,4580517,249,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
More Than A Lover,Bonnie Tyler,Greatest Hits,2001,4.68 MB,"4 minutes, 15 seconds",iPod_Control/Music/F02/FAWT.m4a,,M4A,128,44100,4678304,255,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
A Rocking Good Way,Bonnie Tyler,Greatest Hits,2001,3.37 MB,"2 minutes, 59 seconds",iPod_Control/Music/F01/RGPG.m4a,,M4A,128,44100,3372070,179,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Goodbye To The Island,Bonnie Tyler,Greatest Hits,2001,3.63 MB,"3 minutes, 12 seconds",iPod_Control/Music/F02/EQDE.m4a,,M4A,128,44100,3634173,192,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Loving You Is A Dirty Job But Somebody's Gotta Do It,Bonnie Tyler,Greatest Hits,2001,8.16 MB,"7 minutes, 49 seconds",iPod_Control/Music/F00/QHPT.m4a,,M4A,128,44100,8163471,469,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Straight From The Heart,Bonnie Tyler,Greatest Hits,2001,4.11 MB,"3 minutes, 41 seconds",iPod_Control/Music/F01/XWPA.m4a,,M4A,128,44100,4106705,221,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Bitterblue,Bonnie Tyler,Greatest Hits,2001,4.16 MB,"3 minutes, 51 seconds",iPod_Control/Music/F01/MGGE.m4a,,M4A,128,44100,4157644,231,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Piece Of My Heart,Bonnie Tyler,Greatest Hits,2001,4.27 MB,"3 minutes, 50 seconds",iPod_Control/Music/F01/VAEN.m4a,,M4A,128,44100,4265564,230,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Making Love Out Of Nothing At All,Bonnie Tyler,Greatest Hits,2001,8.02 MB,"7 minutes, 52 seconds",iPod_Control/Music/F02/ACZC.m4a,,M4A,128,44100,8019885,472,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
My Guns Are Loaded,Bonnie Tyler,Greatest Hits,2001,3.46 MB,"3 minutes, 1 second",iPod_Control/Music/F01/QDUB.m4a,,M4A,128,44100,3462723,181,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Tyre Tracks And Broken Hearts,Bonnie Tyler,Greatest Hits,2001,5.77 MB,"5 minutes, 20 seconds",iPod_Control/Music/F00/JUEO.m4a,,M4A,128,44100,5765664,320,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Tales of Brave Ulysses,Cream,Blues Addict,1967,4.81 MB,"4 minutes, 20 seconds",iPod_Control/Music/F02/TQAR.m4a,Bootleg,M4A,128,44100,4812107,260,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
N.S.U.,Cream,Blues Addict,1967,16.56 MB,"16 minutes, 14 seconds",iPod_Control/Music/F01/WXHZ.m4a,Bootleg,M4A,128,44100,16557784,974,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Sitting On Top of the World,Cream,Blues Addict,1967,5.00 MB,"4 minutes, 32 seconds",iPod_Control/Music/F00/SEOP.m4a,Bootleg,M4A,128,44100,4998262,272,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Sweet Wine,Cream,Blues Addict,1967,14.37 MB,"14 minutes, 11 seconds",iPod_Control/Music/F02/QIYM.m4a,Bootleg,M4A,128,44100,14366245,851,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Rollin' And Tumblin',Cream,Blues Addict,1967,8.12 MB,"7 minutes, 41 seconds",iPod_Control/Music/F00/NWSC.m4a,Bootleg,M4A,128,44100,8122203,461,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Spoonful,Cream,Blues Addict,1967,21.11 MB,"21 minutes, 6 seconds",iPod_Control/Music/F00/RIGY.m4a,Bootleg,M4A,128,44100,21113577,1266,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Steppin' Out,Cream,Blues Addict,1967,11.76 MB,"11 minutes, 23 seconds",iPod_Control/Music/F02/WDSG.m4a,Bootleg,M4A,128,44100,11757151,683,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Traintime,Cream,Blues Addict,1967,7.94 MB,"7 minutes, 31 seconds",iPod_Control/Music/F02/JTRX.m4a,Bootleg,M4A,128,44100,7938560,451,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Toad,Cream,Blues Addict,1967,17.61 MB,"17 minutes, 22 seconds",iPod_Control/Music/F02/RELP.m4a,Bootleg,M4A,128,44100,17606193,1042,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
I'm So Glad,Cream,Blues Addict,1967,10.84 MB,"10 minutes, 38 seconds",iPod_Control/Music/F00/NGHN.m4a,Bootleg,M4A,128,44100,10842462,638,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,http://vivalesbootlegs.blogspot.com
Sunshine Of Your Love,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 1,1968,16.90 MB,"17 minutes, 12 seconds",iPod_Control/Music/F02/ULUU.m4a,HardBlues,M4A,128,44100,16895071,1032,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Spoonful,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 1,1968,17.20 MB,"17 minutes, 31 seconds",iPod_Control/Music/F02/VCID.m4a,HardBlues,M4A,128,44100,17202558,1051,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sleepy Time Time,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 1,1968,8.89 MB,"8 minutes, 47 seconds",iPod_Control/Music/F01/WGRK.m4a,HardBlues,M4A,128,44100,8893070,527,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Traintime,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,7.09 MB,"6 minutes, 53 seconds",iPod_Control/Music/F00/OJAS.m4a,HardBlues,M4A,128,44100,7089054,413,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Toad,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,16.28 MB,"16 minutes, 38 seconds",iPod_Control/Music/F00/IIFD.m4a,HardBlues,M4A,128,44100,16283161,998,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sunshine Of Your Love,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,5.64 MB,"6 minutes, 31 seconds",iPod_Control/Music/F02/JDRP.m4a,HardBlues,M4A,128,44100,5641866,391,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
We're Going Wrong,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,6.10 MB,"6 minutes, 50 seconds",iPod_Control/Music/F01/RWKJ.m4a,HardBlues,M4A,128,44100,6103403,410,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Stepping Out,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,12.34 MB,"14 minutes, 35 seconds",iPod_Control/Music/F01/JFEA.m4a,HardBlues,M4A,128,44100,12342244,875,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Traintime,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,5.47 MB,"6 minutes, 1 second",iPod_Control/Music/F00/RHFN.m4a,HardBlues,M4A,128,44100,5467607,361,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Toad,Cream,Cream Remasters - Back Bay Theatre/Winterland Outtakes - Disc 2,1968,9.57 MB,"11 minutes, 36 seconds",iPod_Control/Music/F00/WQWH.m4a,HardBlues,M4A,128,44100,9572603,696,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Spoonful,Cream,Cream Remasters - California Days - Disc 1,1968,16.29 MB,"16 minutes, 22 seconds",iPod_Control/Music/F00/BKCX.m4a,HardBlues,M4A,128,44100,16294828,982,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sunshine Of Your Love,Cream,Cream Remasters - California Days - Disc 1,1968,10.41 MB,"10 minutes, 17 seconds",iPod_Control/Music/F00/RUQF.m4a,HardBlues,M4A,128,44100,10414138,617,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Rollin' & Tumblin',Cream,Cream Remasters - California Days - Disc 1,1968,5.42 MB,"5 minutes, 43 seconds",iPod_Control/Music/F01/OEIS.m4a,HardBlues,M4A,128,44100,5416761,343,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Stepping Out,Cream,Cream Remasters - California Days - Disc 1,1968,10.96 MB,"11 minutes, 25 seconds",iPod_Control/Music/F01/AYLJ.m4a,HardBlues,M4A,128,44100,10964198,685,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Toad,Cream,Cream Remasters - California Days - Disc 1,1968,1.39 MB,57 seconds,iPod_Control/Music/F02/IQBF.m4a,HardBlues,M4A,128,44100,1386357,57,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I'm So Glad,Cream,Cream Remasters - California Days - Disc 1,1968,7.96 MB,"7 minutes, 48 seconds",iPod_Control/Music/F00/HSIP.m4a,HardBlues,M4A,128,44100,7956320,468,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sunshine Of Your Love,Cream,Cream Remasters - California Days - Disc 1,1968,7.13 MB,"6 minutes, 58 seconds",iPod_Control/Music/F02/ITFX.m4a,HardBlues,M4A,128,44100,7134656,418,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sunshine Of Your Love,Cream,Cream Remasters - California Days - Disc 1,1968,5.83 MB,"6 minutes, 50 seconds",iPod_Control/Music/F00/IPAC.m4a,HardBlues,M4A,128,44100,5834276,410,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sunshine Of Your Love,Cream,Cream Remasters - California Days - Disc 1,1968,7.76 MB,"7 minutes, 21 seconds",iPod_Control/Music/F00/BKMY.m4a,HardBlues,M4A,128,44100,7758886,441,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Tales Of Brave Ulysses,Cream,Cream Remasters - California Days - Disc 2,1968,4.75 MB,"4 minutes, 25 seconds",iPod_Control/Music/F00/HFFU.m4a,HardBlues,M4A,128,44100,4753294,265,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sunshine Of Your Love,Cream,Cream Remasters - California Days - Disc 2,1968,10.33 MB,"10 minutes, 16 seconds",iPod_Control/Music/F01/SEDS.m4a,HardBlues,M4A,128,44100,10325511,616,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I'm So Glad,Cream,Cream Remasters - California Days - Disc 2,1968,8.92 MB,"8 minutes, 46 seconds",iPod_Control/Music/F00/IITQ.m4a,HardBlues,M4A,128,44100,8918030,526,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sitting On Top Of The World,Cream,Cream Remasters - California Days - Disc 2,1968,6.13 MB,"5 minutes, 51 seconds",iPod_Control/Music/F00/BHZD.m4a,HardBlues,M4A,128,44100,6130389,351,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Stepping Out,Cream,Cream Remasters - California Days - Disc 2,1968,12.19 MB,"12 minutes, 12 seconds",iPod_Control/Music/F02/RIZW.m4a,HardBlues,M4A,128,44100,12191959,732,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Traintime,Cream,Cream Remasters - California Days - Disc 2,1968,7.72 MB,"7 minutes, 33 seconds",iPod_Control/Music/F01/QGRH.m4a,HardBlues,M4A,128,44100,7723182,453,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Toad,Cream,Cream Remasters - California Days - Disc 2,1968,15.67 MB,"15 minutes, 52 seconds",iPod_Control/Music/F01/XQQG.m4a,HardBlues,M4A,128,44100,15667321,952,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I Feel Free (Bruce-Brown),Cream,Fresh Cream,1966,3.39 MB,"2 minutes, 54 seconds",iPod_Control/Music/F01/RUCJ.m4a,Bluesrock,M4A,128,44100,3392549,174,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
N.S.U. (Jack Bruce),Cream,Fresh Cream,1966,3.22 MB,"2 minutes, 43 seconds",iPod_Control/Music/F00/GSAU.m4a,Bluesrock,M4A,128,44100,3219760,163,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sleepy Time Time (Bruce-Godfrey),Cream,Fresh Cream,1966,4.83 MB,"4 minutes, 21 seconds",iPod_Control/Music/F00/VFWH.m4a,Bluesrock,M4A,128,44100,4830759,261,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Dreaming (Jack Bruce),Cream,Fresh Cream,1966,2.50 MB,2 minutes,iPod_Control/Music/F02/XKES.m4a,Bluesrock,M4A,128,44100,2496009,120,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Sweet Wine (Baker-Godfrey),Cream,Fresh Cream,1966,3.79 MB,"3 minutes, 18 seconds",iPod_Control/Music/F01/NWFB.m4a,Bluesrock,M4A,128,44100,3791381,198,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
"Cat's Squirrel (Traditional, Arr. By S. Splurge)",Cream,Fresh Cream,1966,3.60 MB,"3 minutes, 6 seconds",iPod_Control/Music/F00/QDRV.m4a,Bluesrock,M4A,128,44100,3595193,186,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
"Four Until Late (Robert Johnson, Arr. By Eric Clapton)",Cream,Fresh Cream,1966,2.61 MB,"2 minutes, 7 seconds",iPod_Control/Music/F01/THIR.m4a,Bluesrock,M4A,128,44100,2612235,127,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Rollin' And Tumblin' (Mckinley Morganfield Aka Muddy Waters),Cream,Fresh Cream,1966,5.18 MB,"4 minutes, 42 seconds",iPod_Control/Music/F00/BATT.m4a,Bluesrock,M4A,128,44100,5178498,282,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
I'm So Glad (Skip James) Mixed To Mono Only,Cream,Fresh Cream,1966,3.85 MB,4 minutes,iPod_Control/Music/F02/OBHE.m4a,Bluesrock,M4A,128,44100,3848839,240,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Toad (Ginger Baker),Cream,Fresh Cream,1966,5.62 MB,"5 minutes, 10 seconds",iPod_Control/Music/F01/JEKB.m4a,Bluesrock,M4A,128,44100,5618842,310,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
Spoonful (Willie Dixon),Cream,Fresh Cream,1966,6.96 MB,"6 minutes, 31 seconds",iPod_Control/Music/F02/TVEF.m4a,Bluesrock,M4A,128,44100,6963740,391,0,No rating,2016-12-24 17:30:26 UTC,3565445426,,
